 Belavia Belarusian Airlines
 BH Air
 Bhutan Airlines
 Biman Bangladesh Airlines
 Binter
 Blue Air
 Blue Islands Air
 Blue Panorama Airlines
 Boliviana de Aviacion
 Borajet [no longer operating]
 Boutique Air
 BRA (Braathens Regional Airways AB)
 British Airways
 Brussels Airlines
 Buddha Air
 Bulgaria Air
 Buta Airways
 Cabo Verde Airlines
 Calafia Airlines
 CalmAir International
 Cambodia Angkor Air
 Canadian North
 Canaryfly
 Cape Air
 Caribbean Airlines
 Caspian Airlines
 Cathay Dragon (Dragonair)
 Cathay Pacific
 Cayman Airways
 Cebu Pacific Air
 CemAir
 Central Mountain Air
 Chair Airlines
 Cham Wings
 Chengdu Airlines
 China Airlines
 China Eastern Airlines
 China Express Airlines
 China Southern Airlines
 China United Airlines
 Chongqing Airlines
 Cinnamon Air
 Citilink
 CityJet
 Citywing [no longer operating]
 CM Airlines
 Cobalt [no longer operating]
 Condor
 Contour Airlines
 Copa Airlines
 Corendon Airlines
 Corsair
 Croatia Airlines
 Cubana de Aviacion
 Cyprus Airways
 Czech Airlines
 Daallo Airlines
 Dalian Airlines
 DAT Danish Air Transport
 Delta Air Lines
 Denver Air Connection
 Dniproavia [no longer operating - merged into Windrose Airlines]
 Donghai Airlines
 Druk Air
 Dynamic International Airways
 Eagle Air
 Eastar Jet
 Eastern Airways
 EasyFly
 easyJet
 Edelweiss Air
 EGYPTAIR
 EL AL Israel Airlines
 Elite Airways
 Ellinair
 Emirates
 Enter Air
 Equatorial Congo Airlines [no longer operating]
 Eritrean Airlines
 Ernest [no longer operating]
 Ethiopian Airlines
 Etihad Airways
 Etihad Regional [no longer operating]
 Euro Atlantic
 European Coastal Airlines [no longer operating]
 Eurowings
 EVA Air
 Far Eastern Air Transport [no longer operating]
 fastjet
 Fiji Airways
 Finnair
 firefly
 First Air
 Flair Airlines
 Fly Allways
 Fly Baghdad
 Fly Tiwi
 Fly540
 Flyadeal
 FlyArystan
 Flybe [no longer operating]
 flybmi [no longer operating]
 Flybondi
 FLYBOSNIA
 flydubai
 FlyEgypt
 Flyme
 Flynas
 FLYONE
 FlyPelican
 FlySafair
 FMIAir
 French bee
 Frontier Airlines
 Fuji Dream Airlines
 Fuzhou Airlines
 Garuda Indonesia
 Georgian Airways
 Germania Airlines [no longer operating]
 Germanwings [Merged into Eurowings]
 GLO Airlines (no longer operating)
 GoAir
 GOL Airlines
 Golden Myanmar Airlines
 Grand China Air
 Great Dane
 Groupe Transair
 Gulf Air
 Gum Air
 GX Airlines
 Hainan Airlines
 Hawaiian Airlines
 Hebei Airlines
 Helvetic Airways
 Himalaya Airlines
 HK Express
 Hong Kong Airlines
 Hongtu Airlines
 HOP!
 Hunnu Air
 IBC Airways
 Iberia
 Iberia Express
 Iberojet [formerly Evelop]
 IBEX
 Icelandair
 IndiGo
 InselAir
 interCaribbean
 Interjet
 IrAero
 Iran Aseman Airlines
 IranAir
 Iraqi Airways
 Island Air [no longer operating]
 Israir
 Izhavia
 Jambojet
 Japan Airlines (JAL)
 Jazeera Airways
 JC Cambodia
 Jeju Air
 Jet Airways [no longer operating]
 Jet2.com
 JetBlue
 JETGO
 JetSmart
 Jetstar Airways - Australia & New Zealand
 Jetstar Asia Airways - Singapore
 Jetstar Japan
 Jetstar Pacific Airlines - Vietnam
 Jetways Airlines
 Kenya [NOT Jet Airways of India]
 Jin Air
 Jordan Aviation
 Joy Air
 JSX
 Jubba Airways
 Juneyao Airlines
 Kalstar Aviation
 Kam Air
 Kan Airlines
 Kenya Airways
 Kish Air
 KLM Royal Dutch Airlines
 Korean Air
 KrasAvia
 Kulula
 Kunming Airlines
 Kuwait Airways
 La Compagnie
 La Costena
 LAM Mozambique
 LAN Airlines (now LATAM Airlines)
 Lanmei Airlines
 Lao Airlines
 Lao Skyway
 Laser Airlines
 LATAM Airlines
 Latin American Wings [no longer operating]
 Laudamotion
 LCPeru
 LEVEL
 LIAT
 Libyan Airlines
 Link Airways
 Lion Air
 Loganair
 Longjiang - LJ Air
 Loong Air
 LOT Polish Airlines
 Lucky Air
 Lufthansa
 Luxair
 Magnicharters
 Mahan Air
 Malaysia Airlines
 Maldivian
 Malindo Air
 Mandarin Airlines
 Mango
 Mann Yadanarpon Airlines
 Manta Air
 Mauritania Airlines
 Maya Island Air
 Mayair
 MIAT Mongolian Airlines
 Middle East Airlines
 Mistral Air
 Mokulele Airlines
 Monacair
 Monarch [no longer operating]
 Montenegro Airlines
 Myanmar Airways International
 Myanmar National Airlines
 MyWay Airlines
 Nam Air
 Nature Air (no longer operating)
 Nauru Airlines
 NEOS
 Nepal Airlines
 Nesma Airlines Egypt
 NewLeaf [no longer operating - merged into Flair Airlines]
 Nextjet [no longer operating]
 Niki [no longer operating]
 Nile Air
 Nok Air
 NokScoot
 Nordica
 Nordstar Airlines
 Nordwind Airlines
 Norwegian
 Nouvel Air Tunise
 NOVOAIR
 Okay Airways
 Olympic Air [NOT Olympus Airways]
 Oman Air
 Onur Air
 OpenSkies [no longer operating]
 Orbest (no longer operating)
 Pacific Coastal Airlines
 Pakistan International Airlines
 PAL Airlines (Canada)
 Pascan
 Passaredo Linhas Aereas
 PAWA Dominicana [no longer operating]
 Peach Aviation
 Pegas Fly
 Pegasus Airlines
 Penobscot Island Air
 People's Airline
 Peruvian Airlines [no longer operating]
 Philippine Airlines (PAL)
 Plus Ultra Lineas Aereas
 PNG Air
 Pobeda
 Porter Airlines
 Precision Air
 Primera Air [no longer operating]
 Proflight Zambia
 Qantas
 Qatar Airways
 QAZAQ AIR
 Qeshm Airlines
 Qingdao Airlines
 Ravn Alaska
 REALtonga
 Red Wings
 Regent Airways
 Regional Air
 Regional Express Airlines
 Rossiya Russian Airlines
 Royal Air Maroc
 Royal Brunei Airlines
 Royal Jordanian
 Ruili Airlines
 RusLine
 RwandAir
 Ryanair
 S7 airlines
 Safarilink
 Safi Airways
 SalamAir
 Samoa Airlines
 San German Express
 SANSA
 Saratov/Ivolga [no longer operating]
 SAS
 SATA - Azores Airlines
 SATENA Colombia
 Saudia Airlines
 SaudiGulf Airlines
 SCAT Airlines
 Scoot
 Seaborne Airlines
 SereneAir
 Sevenair/AeroVIP
 Severstal Air Company
 Shaheen Air International
 Shandong Airlines
 Shanghai Airlines
 Sharp Airlines
 Shenzhen Airlines
 Shree
 Sichuan Airlines
 SilkAir
 Silver Airways
 Silverstone Air
 Simrik Airlines
 Singapore Airlines
 Sky Airline
 Sky Angkor Airlines
 Sky Express
 Sky Shuttle
 Skyjet Airlines
 Skymark Airlines
 SkyUp
 Skyway Airlines
 SkyWork Airlines [no longer operating]
 Small Planet Airlines [no longer operating
 Smartavia
 SmartWings
 Solaseed Air
 Solomon Airlines
 Somon Air
 Sosa (Aerolineas Sosa)
 Sounds Air
 South African Airways
 Southern Airways Express
 Southwest Airlines
 SpiceJet
 Spirit Airlines
 Spring Airlines
 Spring Airlines Japan
 SprintAir (Polish airline)
 SriLankan Airlines
 Sriwijaya Air
 St Barth Commuter
 Star Peru
 Starbow [no longer operating]
 Starflyer
 Sudan Airways
 Sun Air Express
 Sun Country Airlines
 Sunclass Airlines
 Sundair
 SunExpress
 Sunrise Airways
 Sunwing Airlines
 Suparna Airlines
 Surinam Airways
 Swiss International Air Lines [SWISS]
 Swoop
 SyrianAir
 T Way Airlines
 TAAG Angola Airlines
 Taban Air
 TAG
 Tailwind Airlines
 Tajik Air
 TAM Airlines Brazil
 TAME Vuela Ecuador
 TAP Air Portugal
 TAR Aerolineas
 TAROM
 Thai Airways
 Thai Lion Air
 THAI Smile Airways
 Thai Vietjet
 Thomas Cook Airlines (UK) [no longer operating]
 Thomas Cook Airlines Belgium [no longer operating]
 Tianjin Airlines
 Tiara Air Aruba
 Tibet Airlines
 tigerair australia
 Tigerair Singapore [no longer operating]
 tigerair taiwan
 Tradewind Aviation
 Trans Air Congo (TAC)
 Trans Guyana
 Trans Maldivian
 Transavia
 TransNusa
 Trigana Air Service
 Tropic Air Belize
 Tropic Ocean Airways
 Trujet
 Tsaradia
 TUI Airlines Netherlands
 TUI Airways (United Kingdom)
 TUI fly Belgium (formerly Jetairfly)
 TUIfly (Germany)
 Tunisair
 Turkish Airlines
 Turkmenistan Airlines
 Tus Air
 Twin Jet
 Ukraine International Airlines
 Uni Air
 United Airlines
 Ural Airlines
 Urumqi Air
 US-Bangla Airlines
 Utair
 Uzbekistan Airways
 Vanilla Air [merged with Peach as of 27.10.2019]
 VASCO
 Veca Airlines [no longer operating]
 Via Airlines [no longer operating]
 Vieques Air Link
 VietJetAir
 Vietnam Airlines
 Vim Airlines [no longer operating]
 Virgin America (now Alaska Airlines)
 Virgin Atlantic Airways
 Virgin Australia
 Vistara
 Viva Aerobus
 Viva Air (Colombia)
 Viva Air (Peru)
 VLM Airlines [no longer operating]
 Volaris
 Volotea
 Vueling Airlines
 Wamos Air
 Wantaniya Airways [no longer operating]
 West Air
 WestJet
 Wideroe
 Winair
 Windrose Air
 Wingo
 Wings Air
 Wizz Air
 WOW air [no longer operating]
 Xiamen Airlines
 XL Airways [no longer operating]
 Xpressair
 Yakutia Air
 Yamal Airlines
 Yanair
 Yemenia
 Yeti Airlines
Zagros AirLines
9 Air
